Id	Text	Label
1251869634279718915	@USER Mr President ask Evers in Wisconsin to open our economy. He has us on lockdown until May 26. We have 170 deaths attributed to COVID-19. I think 170 is an inflated number. Last year our entire deaths were 140. We are not a hotbed. We need to open	INFORMATIVE
1245672947873918976	Health-care workers make up 9.6% of confirmed COVID-19 cases in Ontario, @USER has learned from government data. That includes doctors, nurses, paramedics, personal support workers, long-term care home staff and other health-care professionals: HTTPURL	UNINFORMATIVE
1244533791399575552	Delighted to hear that friend @USER has been discharged from hospital after having Covid-19. I heard of her husband @USER she's at home &amp; was having a brew. What a fighter you are Linda. Wishing the family good health, love @USER x #localradio #darloradio HTTPURL	INFORMATIVE
1241173784272363525	"We're just like everybody else - hunkered down at the moment." @USER talked to local Olympians with concerns about training for #Tokyo2020 amid coronavirus shutdowns. HTTPURL	UNINFORMATIVE
1246037020641640449	@USER @USER Trump is No friend to Veterans. Trump was advised about Covid-19 on Aircraft Carrier Theodore Roosevelt...did nothing! Trump said soldiers suffering TBI had "headaches" After bombed! Soldier's wanting the 1.3% raise "unpatriotic" "like soldier's who weren't POW's" Deported 800 HTTPURL	UNINFORMATIVE
1241164368588328961	Washington State has 148 new #Covid19 cases totaling 1,524 (source: @USER ... growth appears linear looking back, unclear about the next five days ... looking decent @USER #seattlecoronavirus HTTPURL	INFORMATIVE
1245890265447043074	Mike Dudley was known as ‘Pastor’ to many in Baltimore. The 61-year-old died just days after being diagnosed with COVID-19. I talked with his family about the legacy he leaves behind, as well as a heart wrenching reality of this virus — dying in the Hosptial w/out family. HTTPURL	INFORMATIVE
1241135058569900036	“This evening we were notified that a member of the Office of the Vice President tested positive for the Coronavirus," Pence's press secretary, Katie Miller, said in a statement.	INFORMATIVE
1247111405276483585	#BREAKING: The Ministry of Health on Monday announced another religious gathering cluster of #covid19 that took place in Kuching, Sarawak, in which two deaths and 83 positive cases have been recorded. HTTPURL HTTPURL	INFORMATIVE
1241595312730497029	A Governor issuing a presser on #COVIDー19 case in Oyo State while #FMoH and @USER are doing the same shows a gap in coordination. The unwarranted gap has left a dent on the # of cases in Nigeria. Cases now 23 in Nigeria and not 22. The Oyo case wasn't counted at 22	INFORMATIVE
1245721411676758018	ATTN #SRLs: Upcoming FREE Webinar on April 7th! Topic: COVID-19 Related Information for SRLs: Adjournments, Legal Paperwork, &amp; Urgent Cases. Led by Julie, and family lawyers Aisha Amjad &amp; Georgette Makhoul. More details on the Facebook page here: HTTPURL #A2J HTTPURL	UNINFORMATIVE
1236104801244438528	Trump is hoping that warmer weather will kill this "Superbug" as was the case with #sars , has anyone noticed that the west coast appears to be the epicentre of #COVID #COVIDー19 related deaths? Just asking Mr. Prez..	UNINFORMATIVE
1245874722988085248	@USER @USER "Lead", Sarah? Sitting on the info for months, lying about it, and then creating the world's biggest clusterfu#k in trying to manage it. Everyone see's, and hears, what Trump* has done. He's a joke! #COVID19 #COVID19Pandemic #TrumpLiesPeopleDie	UNINFORMATIVE
1243101268597280768	Three more #coronavirus positive cases confirmed in #Telangana today. Among 3 positive cases, 2 of them are doctors from Domalguda in #Hyderabad &amp; 3rd one is a 49-year-old male resident of Qutbullapur in Medchal. With this number of #COVID19 cases in TS has increased to 44 HTTPURL	INFORMATIVE
1247736993238433792	Covid-19: Did Jesus stop being that great doctor, the doctor of doctors? My dear, Black / African « Sheep », but where has your Jesus Christ, the doctor of doctors gone? In fact, more than 1,034 priests, bishops and nuns died from the Corona virus HTTPURL	INFORMATIVE
1245869543517376512	@USER Hmm.. Now why, oh why would #Biden still be opposed to #MedicareForAll during a #Pandemic that's so far seen 10M+ people lose both their job &amp; #HealthInsurance.. &amp; said he'd even veto it, if it passed through his Congress?🤔 #NoJoe #NoMiddleGround #DNCKillsVoters #COVID19	UNINFORMATIVE
1246422722428583936	WHO reversals during #COVID19 (1) no human-to-human transmission (2) not yet an emergency (PHEIC) (3) no need for travel restrictions (4) no need for universal mask wearing this is what happens when the UN and WHO puts politics infront of human lives	UNINFORMATIVE
1244910753297006592	MORE RECOVERIES! The Department of Health reports 7 new COVID-19 recoveries, bringing the total number of recovered patients to 49. Please stay at home! #COVID19PH HTTPURL	INFORMATIVE
1236484280886403073	HTTPURL Coronavirus: Experiment gone wrong? Two Wuhan lab leaks exposed by Chinese scientists I had my suspicion of the origin of the virus!😉👍	UNINFORMATIVE
1241987899840696320	Suspect food retail sales up a lot in Jersey, supermarkets will need more people as the #COVIDー19 crisis develops. Some comfort for hospitality &amp; non food retail staff losing jobs, there maybe another one.	UNINFORMATIVE
1241241557245857797	This coronavirus case is really serious. Even Boko Haram is working from home.🤣🤣🤣 HTTPURL	UNINFORMATIVE
1241083119832268801	Montco pa coronavirus update- Encouraging people to take advantage of 90 miles of trails in the county but continue to use social distancing.	UNINFORMATIVE
1243163310356418568	HOMETOWN HEROES! Meet the New Jersey restaurant owner who took out a $50,000 credit line so he could continue to pay employees during the COVID-19 closing! HTTPURL	UNINFORMATIVE
1240801912955392000	CDC says N95 masks can be used for 8 hrs of continuous or intermittent use, should be discarded after interaction w/an infected patient. Many Dr’s around US said they are being given 1 to use indefinitely, they spray it down w/ Lysol or wipe it off, unsure it will help. #COVID19	UNINFORMATIVE
1241591882465107968	@USER Plz convince ALL Catholic Churches, esp in Ft Lauderdale to STOP allowing gatherings!We know a person who has been attending Church because there is a belief that”God will offer protection in his home” &amp; “only 50 people were there “ #COVID19 #socialdistancingfail #CoronavirusUSA	UNINFORMATIVE
1242860829969715200	Dr. Morrison. Still 3 positive COVID-19 tests in PEI. Close to 500 tests have been conducted. Waiting on results of 250. #pei	INFORMATIVE
1242791355644030976	Rwanda traced back 3 of their #COVID19 cases from Kenya now Uganda confirms one of their case has links to Kenya... #UkweliUsemwe	INFORMATIVE
1241492383356915715	#BREAKING | Florida adds 200 new cases of COVID-19 today, and 2 new deaths. Roughly 50% of the cases in the state come from Palm Beach, Broward and Miami-Dade counties. @USER #Coronavirus HTTPURL	INFORMATIVE
1241677885808795651	And btw, there was a confirm case of COVID19 in aziz bhatti &amp; his son also tested positive. We have so many spain &amp; italy return people swarming the hospitals without masks &amp; coming in OPDs for minor illnesses. This is the state of the affairs here. The end.	INFORMATIVE
1236143874004877314	Pence and McConnell attended the AIPAC conference where two attendees have tested positive for the Coronavirus. #wtp2020 #wtpTEAM #wtpEBRC HTTPURL	INFORMATIVE
1241036936560676867	Capitol Building 202.228.8800 House Office Buildings 202.225.4141 Senate Office Buildings 202.224.3141 Demand that Our Nov2020 Elections &amp; all the Primaries left must be from now on a Mail-In ONLY elecx Process. #COVID19 #BuRisma=.@USER	UNINFORMATIVE
1249502697352581120	The story of Covid-19's effects on Western New York has largely been one of mind-numbing data, provided day after day on a national, state, county and even municipal level. But Sunday's death notices in The Buffalo News told a very different story. HTTPURL	UNINFORMATIVE
1238285142302441472	It couldn't have happened to a nicer person? Then again, this "virus" is a joke. A bad one at that. Hope it's not that one in a million fatal cases. 👇🏼👇🏼👇🏼 Canadian PM Justin Trudeau's wife, Sophie, tests positive for coronavirus, officials say HTTPURL	INFORMATIVE
1245951063842148352	Dear @USER - don’t be an idiot, you might have heard about a #pandemic which is killing thousands of residents in #football loving countries? Let organizations and countries decide what to do with their competions based on #science and experts’ advise? -#covid19 HTTPURL	UNINFORMATIVE
1245893820534923265	Indonesia frees 18,000 inmates, as it records highest #coronavirus death toll in Asia behind China HTTPURL	UNINFORMATIVE
1241123604097454080	BREAKING: There are 77 new cases of #COVID19 in BC, bringing the provincial total to 348. There are no new deaths. Dr. Bonnie Henry says there are front-line workers who are getting infected. Has nice words to say about those working around the clock to help others. @USER	INFORMATIVE
1241682205048541185	Five things to help stop the spread of coronavirus 1. Wash your handsFlexed biceps 2. Cough/sneeze into your elbow 3. Don't touch your face Straight ruler 4. Stay more than 3ft (1m) away from others House with garden 5. Stay home if you feel sick #CoronaFreePakistan	UNINFORMATIVE
1244605203434950656	The Monday Moment: Three Scoops, Three Sides of The Story HTTPURL Thanks to the @USER @USER + @USER as well as @USER and @USER for the journos + inspiration in Casano's case. --- #CoCo @USER #Covid_19	UNINFORMATIVE
1241041852515614721	The second case of COVID-19 IN #pei was travelling on Air Canada flight 756 from Toronto to Charlottetown. It left Toronto at 9:20 am March 11 and arrived in PEI at 12:28 @USER	INFORMATIVE
1245854723866910720	@USER @USER But they have never measured DR with total positive test data before. SARS, Swine Flu, influenza they... CDC... has always used total estimated cases. If we use that same equation for covid19 it's more like .2% or less	UNINFORMATIVE
1241628385056444418	A 38-year-old man has passed away in Bihar today due to kidney failure; he has been tested positive for #Covid19. He was from Munger. He died yesterday at AIIMS in Patna; had returned from Kolkata two days back: Dr. Prabhat Kumar Singh, AIIMS Patna, Bihar	INFORMATIVE
1241193660823359488	Freebird HTTPURL #Coronavirus Time for freebird #Budweiser @USER What song is it you want to hear?	UNINFORMATIVE
1241782730087714818	Here's the latest on the #coronavirus: - Deaths in Spain jumped 30% for a third day - Italy death toil reaches 671 - Global cases doubled in a week to over 300,000 - German economy to shrink 5%, Bild says - A third of China cases showed no symptoms	INFORMATIVE
1245829491064287233	@USER So sad Nigerian Medical doctor dies of Coronavirus in the United Kingdom. Please do not compromise your👇 #WashYourHands #staysafe #StayHome #SocialDistancing #COVIDー19 HTTPURL	INFORMATIVE
1237947244331954176	Stephen Harper, Mike Pence attend conference where two test positive for COVID-19 HTTPURL	INFORMATIVE
1247024517941268481	@USER Now I get it. There was no new news on COVID-19.. Trump called a 7pm news conference because Biden had a Video Town Hall at 7pm. It was political. Good News.. Trump gave Biden lots of material for a truthful but ugly campaign ad! @USER @USER @USER	UNINFORMATIVE
1245906591486001155	This ends as of College Football season regardless of the death toll or the South really will rise again and not for a deplorable cause. #CollegeFootball #coronavirus	UNINFORMATIVE
1245709193895706626	These COVID-19 Care Cards are a great way to plan your day, keep yourself motivated and build a positive outlook while working or learning from home #StayHomeSaveLives HTTPURL	UNINFORMATIVE
1238918620413116416	Increase in Covid-19 cases in 1 day in Europe: Portugal 51% Estonia 46% Finland 45% UK 43% Czechia 33% Austria, Ireland 30% Slovenia 28% Germany, France, Belgium 23% Spain, Switzerland 21% Italy, Greece 20% Netherlands, Romania 19% Sweden 18% Iceland 16% Norway 8% Denmark 3%	UNINFORMATIVE
1242910874953809923	HAPPENING NOW: Mayor @USER and @USER Commissioner Les Miller, and County Administrator Mike Merrill are live to provide an update on COVID-19 following today’s meeting of the Hillsborough County Emergency Policy Group. Watch: HTTPURL HTTPURL	UNINFORMATIVE
1241672591980425216	Brenda Murphy: There haven’t been any published cases of #Covid infection through a school. Didn’t this pandemic just start &amp; isn’t the entire world learning as we go? Who’d have time to physically deal with Covid-19 &amp; write a paper about it at the same time? #closeschoolsnow	UNINFORMATIVE
1241064367887613954	Correction: PA has 83 new cases of COVID-19, bringing our statewide total to 268 cases, said PA Health Secretary Dr. Rachel Levine. That's more than double the new cases Wednesday**.	INFORMATIVE
1247341639712083969	Fauci said: 1)COVID19 nothing to worry about-then he said it was; 2)no need to wear masks-then he said there was; 3)treatment proposed by our President wasn’t effective-yet, it was. Fauci-an expert on infectious disease?🙄 No wonder our healthcare system is failing.#FireFauci	UNINFORMATIVE
1247076840621125632	Two men with coronavirus have died in Balkh province, provincial health officials confirmed on Monday, adding that one was an 86-year-old who died in a hospital, and the other was 70 and died at home. So far three people have died of #coronavirus in Balkh province. #Afghanistan HTTPURL	INFORMATIVE
1242087505412919302	Once again, @USER was right! Deep State #DrFauci was being unnecessarily negative. Optimism and hope IS the remedy to this crisis. Negativity only fuels the left's narrative! Dr. Oz: My 'jaw dropped' at hopeful coronavirus trial results HTTPURL	UNINFORMATIVE
1236132820042551306	@USER @USER I wouldn't go near Stanford, let alone Santa Clara County. The border ended with Palo Alto for me, but once I found out the Stanford Doctor got infected with the plague, thats a no go zone. At least till the cases stop multiplying. Don't feel safer in SF but thats #COVID19 life.	UNINFORMATIVE
1241420552943702016	Will the #worldend on April 29, 2020? Know the truth! An asteroid approx. 1.8 km to 4.1 km in size, will fly past #Earth from a safe distance of 3.9 million miles at an expected speed of around 20000 mph. #29thApril2020 #Asteroid #Corona #CoronaVirus HTTPURL	UNINFORMATIVE
1241773598903283719	#Iraq on Sunday imposed a total nationwide lockdown until March 28 to fight the novel #coronavirus, as the number of cases grew and the death toll climbed to 20.	INFORMATIVE
1236079389034663936	**Coronavirus in MD. update** @USER is asking anyone at the Village of Rockville, a retirement community, Feb. 29 between Noon-6pm to see their health provider to be tested. To date in MD. 44 people tested, 33 negative, 3 positive and 8 tests are pending. @USER HTTPURL	INFORMATIVE
1236147161156521985	Another Korean Air flight attendant confirmed for Coronavirus. She was part of the crew for Korea to LA. Diagnosed after returning to Korea.	INFORMATIVE
1236509902333284352	@USER The country like Japan and US that does not test or does less will lose the war against COVID19. South Korea, Italy, UK carry out large tests. S.Korea 178,189 tested, Italy 42,062 tested. Testing the suspected people is like removing mines from ground.	INFORMATIVE
1241123700197466112	The infographic shows the spread of #COVID19 outside of China. #Ireland has 683 confirmed cases with three deaths. Brave healthcare works, volunteers, communities are giving everything to contain the virus and assist each other in this difficult moment. Source: BBC, JHU HTTPURL	INFORMATIVE
1241377862164328454	UPDATE: #COVID19 in Africa New Cases = NC - 38 NC in S. Africa - 24 NC in Burkina Faso - 10 NC in Nigeria - 7 NC Togo - 6 NC Tunisia - 5 NC DR Congo - 5 NC Ivory Coast - 3 NC Ghana - 2 NC Cabo Verde - 2 NC Mauritius - 2 NC Zimbabwe - 1 NC in Algeria - 1 NC Angola - 1 NC Liberia	INFORMATIVE
1246035478857555970	@USER Instead of make hunger kill man inside house laidis, e no go beta make guy man kuku get CoronaVirus ontop where him de hustle for street? At least that way man go see chow for hospital, plus possibility of survival too😞😢 The government said to stay indoors, on empty bele?😖😨	UNINFORMATIVE
1245902586340933645	I’m too fragile for this! 😭 But here is a coronavirus patient success story: A 44-year-old woman who spent 10 days on a ventilator was discharged today after being at St. David's South Austin Medical Center for 16 days with coronavirus.	INFORMATIVE
1243545889370759178	$CTSO Is running its manufacturing plant 24/7. "CytoSorbents Shares Up 32% After CytoSorb Used in Covid-19 Patients" Also on my list $SRNE, $BCRX.	UNINFORMATIVE
1246011700735668228	@USER @USER Just confirming that lowlife scumbags of the #Hanson voting type are alive and thriving on #racialabuse in #Australia ... #NoRoomForRacists #HansonsOneNation #COVID19 @USER HTTPURL	UNINFORMATIVE
1247875653908791298	According to HTTPURL there were 392,594 positive COVID-19 cases in the US as of yesterday. I made this pie chart that shows the relative amount by each state. HTTPURL	INFORMATIVE
1241171749963735040	#BREAKING: Wolf Administration delays enforcement that all non-life-sustaining businesses in Pennsylvania must close their physical locations to slow the spread of COVID-19. Enforcement will now start at 8am on Monday, March 23rd. HTTPURL HTTPURL	UNINFORMATIVE
